Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
WT-male-gam-3_R1_001_trimmed_2P	(50, 50154.0)	(55, 50312.0)	(60, 52404.0)	(65, 53875.0)	(70, 51627.0)	(75, 54225.0)	(80, 55877.0)	(85, 58899.0)	(90, 59439.0)	(95, 61452.0)	(100, 62371.0)	(105, 65256.0)	(110, 66607.0)	(115, 73071.0)	(120, 76778.0)	(125, 85849.0)	(130, 89179.0)	(135, 91404.0)	(140, 97997.0)	(145, 1061472.0)	(150, 21521031.0)
WT-male-gam-3_R1_001_trimmed_2U	(50, 8395.0)	(55, 7889.0)	(60, 7500.0)	(65, 6907.0)	(70, 6331.0)	(75, 6190.0)	(80, 6060.0)	(85, 5559.0)	(90, 5330.0)	(95, 5040.0)	(100, 4763.0)	(105, 4779.0)	(110, 4531.0)	(115, 4517.0)	(120, 4460.0)	(125, 4538.0)	(130, 4444.0)	(135, 4261.0)	(140, 4197.0)	(145, 17473.0)	(150, 110689.0)
WT-mature-herm-1_R1_001_trimmed_1P	(50, 60706.0)	(55, 20042.0)	(60, 17616.0)	(65, 14894.0)	(70, 18989.0)	(75, 24948.0)	(80, 35035.0)	(85, 29671.0)	(90, 33642.0)	(95, 36580.0)	(100, 16683.0)	(105, 14541.0)	(110, 13900.0)	(115, 13439.0)	(120, 13432.0)	(125, 13535.0)	(130, 14360.0)	(135, 14460.0)	(140, 15898.0)	(145, 182983.0)	(150, 21381173.0)
WT-mature-herm-1_R1_001_trimmed_1U	(50, 32070.0)	(55, 18451.0)	(60, 17364.0)	(65, 17034.0)	(70, 22862.0)	(75, 30134.0)	(80, 44834.0)	(85, 56474.0)	(90, 82351.0)	(95, 112792.0)	(100, 147474.0)	(105, 188095.0)	(110, 242136.0)	(115, 287525.0)	(120, 337699.0)	(125, 368918.0)	(130, 397715.0)	(135, 414824.0)	(140, 257411.0)	(145, 27334.0)	(150, 620425.0)
WT-mature-herm-1_R1_001_trimmed_2P	(50, 37378.0)	(55, 33804.0)	(60, 31552.0)	(65, 31359.0)	(70, 31879.0)	(75, 32700.0)	(80, 28535.0)	(85, 30338.0)	(90, 33974.0)	(95, 32314.0)	(100, 35656.0)	(105, 27791.0)	(110, 28228.0)	(115, 28557.0)	(120, 27828.0)	(125, 28301.0)	(130, 29107.0)	(135, 28701.0)	(140, 30786.0)	(145, 281026.0)	(150, 21116713.0)
WT-mature-herm-1_R1_001_trimmed_2U	(50, 9746.0)	(55, 6593.0)	(60, 6656.0)	(65, 7738.0)	(70, 6525.0)	(75, 4721.0)	(80, 2949.0)	(85, 3006.0)	(90, 3125.0)	(95, 3471.0)	(100, 6255.0)	(105, 2605.0)	(110, 2835.0)	(115, 2983.0)	(120, 3091.0)	(125, 3114.0)	(130, 3082.0)	(135, 2953.0)	(140, 3148.0)	(145, 10047.0)	(150, 242679.0)
WT-mature-herm-2_R1_001_trimmed_1P	(50, 17929.0)	(55, 18294.0)	(60, 18029.0)	(65, 17117.0)	(70, 17975.0)	(75, 17287.0)	(80, 17177.0)	(85, 17898.0)	(90, 17630.0)	(95, 18349.0)	(100, 19884.0)	(105, 19833.0)	(110, 20439.0)	(115, 21663.0)	(120, 21346.0)	(125, 23589.0)	(130, 24131.0)	(135, 24061.0)	(140, 26053.0)	(145, 353774.0)	(150, 18698893.0)
WT-mature-herm-2_R1_001_trimmed_1U	(50, 21229.0)	(55, 22277.0)	(60, 25025.0)	(65, 28678.0)	(70, 34662.0)	(75, 42431.0)	(80, 53487.0)	(85, 65992.0)	(90, 83407.0)	(95, 106455.0)	(100, 130335.0)	(105, 149089.0)	(110, 174018.0)	(115, 208252.0)	(120, 239318.0)	(125, 276411.0)	(130, 316124.0)	(135, 354778.0)	(140, 229700.0)	(145, 35265.0)	(150, 376895.0)
WT-mature-herm-2_R1_001_trimmed_2P	(50, 46716.0)	(55, 45173.0)	(60, 47932.0)	(65, 49705.0)	(70, 44807.0)	(75, 47705.0)	(80, 49682.0)	(85, 52657.0)	(90, 52607.0)	(95, 57822.0)	(100, 54661.0)	(105, 56588.0)	(110, 58737.0)	(115, 63729.0)	(120, 65898.0)	(125, 72893.0)	(130, 75102.0)	(135, 77160.0)	(140, 80962.0)	(145, 876972.0)	(150, 17453843.0)
WT-mature-herm-2_R1_001_trimmed_2U	(50, 6376.0)	(55, 5767.0)	(60, 5477.0)	(65, 5097.0)	(70, 4739.0)	(75, 4477.0)	(80, 4213.0)	(85, 4099.0)	(90, 3821.0)	(95, 3625.0)	(100, 3552.0)	(105, 3380.0)	(110, 3283.0)	(115, 3250.0)	(120, 3108.0)	(125, 3416.0)	(130, 3115.0)	(135, 3039.0)	(140, 2973.0)	(145, 12293.0)	(150, 79548.0)
WT-mature-herm-3_R1_001_trimmed_1P	(50, 46262.0)	(55, 18309.0)	(60, 16118.0)	(65, 14991.0)	(70, 19651.0)	(75, 27004.0)	(80, 38200.0)	(85, 31644.0)	(90, 36018.0)	(95, 38937.0)	(100, 17352.0)	(105, 14996.0)	(110, 14295.0)	(115, 13918.0)	(120, 14187.0)	(125, 14360.0)	(130, 15092.0)	(135, 15861.0)	(140, 17195.0)	(145, 197726.0)	(150, 23066517.0)
WT-mature-herm-3_R1_001_trimmed_1U	(50, 36659.0)	(55, 20775.0)	(60, 19576.0)	(65, 21130.0)	(70, 29039.0)	(75, 39944.0)	(80, 58671.0)	(85, 75767.0)	(90, 110386.0)	(95, 154041.0)	(100, 194331.0)	(105, 253996.0)	(110, 319232.0)	(115, 386507.0)	(120, 444992.0)	(125, 486268.0)	(130, 510233.0)	(135, 528681.0)	(140, 331170.0)	(145, 27963.0)	(150, 634286.0)
WT-mature-herm-3_R1_001_trimmed_2P	(50, 38126.0)	(55, 33995.0)	(60, 31232.0)	(65, 30519.0)	(70, 31125.0)	(75, 32113.0)	(80, 28049.0)	(85, 30828.0)	(90, 33786.0)	(95, 32091.0)	(100, 34220.0)	(105, 27661.0)	(110, 27908.0)	(115, 27949.0)	(120, 27947.0)	(125, 28406.0)	(130, 29089.0)	(135, 28990.0)	(140, 31087.0)	(145, 292216.0)	(150, 22811296.0)
WT-mature-herm-3_R1_001_trimmed_2U	(50, 14500.0)	(55, 6378.0)	(60, 5917.0)	(65, 7108.0)	(70, 5627.0)	(75, 4118.0)	(80, 3259.0)	(85, 3142.0)	(90, 3415.0)	(95, 3872.0)	(100, 7561.0)	(105, 2814.0)	(110, 2944.0)	(115, 3054.0)	(120, 2980.0)	(125, 2960.0)	(130, 2985.0)	(135, 2904.0)	(140, 3010.0)	(145, 10370.0)	(150, 249091.0)
