Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BA14-WYS_R1_001_trimmed_1U - polya	(1, 0.011336330853945635)	(2, 0.011927489211359978)	(3, 0.0124143255057012)	(4, 0.012692517673896186)	(5, 0.013248902010286156)	(6, 0.013666190262578632)	(7, 0.01443121872511484)	(8, 0.015161473166626676)	(9, 0.015578761418919155)	(10, 0.016761078133747838)	(12, 0.01757826762782061)	(14, 0.018499779184966494)	(16, 0.019195259605453957)	(18, 0.02002983611003891)	(20, 0.020464511372843577)	(22, 0.0209513476671848)	(24, 0.021942407266379433)	(26, 0.022533565623793776)	(28, 0.023211659033769053)	(30, 0.024150557601427126)	(32, 0.02512423019010957)	(34, 0.025837097621109223)	(36, 0.027141123409523214)	(38, 0.028027860945644727)	(40, 0.028931985492278427)	(42, 0.02988827107044869)	(44, 0.030740234585545832)	(46, 0.03171390717422828)	(48, 0.03260064471034979)	(50, 0.033487382246471305)	(52, 0.034235023698495334)	(54, 0.0349131171084706)	(56, 0.03564337154998244)	(58, 0.036495335065079584)	(60, 0.03745162064324984)	(62, 0.038547002305517594)	(64, 0.03976409304137065)	(66, 0.04082470068261403)	(68, 0.04178098626078429)	(70, 0.04285898091253986)	(72, 0.04414561969044166)	(74, 0.04508451825809974)	(76, 0.046197286930879676)	(78, 0.04760563478236679)	(80, 0.04890966057078078)	(82, 0.05002242924356072)	(84, 0.05103087585326754)	(86, 0.051778517305291566)	(88, 0.05285651195704713)	(90, 0.05452566496621704)	(92, 0.056038334880777266)	(94, 0.05748145675328875)	(96, 0.05960267203577552)	(98, 0.06400158569535871)	(100, 0.06560119066247988)	(102, 0.06667918531423545)	(104, 0.06817446821828349)	(106, 0.07008703937462402)	(108, 0.07189528846789141)	(110, 0.07692013450591331)	(112, 0.08229272075417897)	(114, 0.09009948847415072)	(116, 0.09215115571458875)	(118, 0.09428975800758768)	(120, 0.09588936297470885)	(122, 0.09806273928873217)	(124, 0.10014918055019456)	(126, 0.10220084779063257)	(128, 0.10413080595748528)	(130, 0.10635634330304516)	(132, 0.1082515274488735)	(134, 0.11035535572084806)	(136, 0.11256350605589577)	(138, 0.1143195941176266)
BA14-WYS_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0005137478936336361)	(18, 0.0005137478936336361)	(20, 0.0005137478936336361)	(22, 0.0010274957872672722)	(24, 0.0010274957872672722)	(26, 0.0010274957872672722)	(28, 0.0010274957872672722)	(30, 0.0010274957872672722)	(32, 0.0010274957872672722)	(34, 0.0010274957872672722)	(36, 0.0010274957872672722)	(38, 0.0010274957872672722)	(40, 0.0015412436809009082)	(42, 0.0015412436809009082)	(44, 0.0020549915745345444)	(46, 0.0023118655213513624)	(48, 0.003853109202252271)	(50, 0.004623731042702725)	(52, 0.005651226829969997)	(54, 0.006164974723603633)	(56, 0.006164974723603633)	(58, 0.006935596564054088)	(60, 0.008990588138588631)	(62, 0.00924746208540545)	(64, 0.009761209979039086)	(66, 0.01053183181948954)	(68, 0.01181620155357363)	(70, 0.012586823394024085)	(72, 0.01335744523447454)	(74, 0.013614319181291357)	(76, 0.014898688915375448)	(78, 0.014898688915375448)	(80, 0.016183058649459535)	(82, 0.01875179811762772)	(84, 0.021577411532612716)	(86, 0.023118655213513625)	(88, 0.024403024947597714)	(90, 0.02465989889441453)	(92, 0.02620114257531544)	(94, 0.028256134149849985)	(96, 0.031852369405285436)	(98, 0.03390736097981998)	(100, 0.03544860466072089)	(102, 0.038787965969339526)	(104, 0.041356705437507704)	(106, 0.046751058320660885)	(108, 0.0511179154165468)	(110, 0.05420040277834861)	(112, 0.05728289014015042)	(114, 0.06216349512966997)	(116, 0.06524598249147179)	(118, 0.07038346142780816)	(120, 0.07603468825777815)	(122, 0.07988779746003041)	(124, 0.08502527639636677)	(126, 0.08939213349225268)	(128, 0.09273149480087131)	(130, 0.09761209979039087)	(132, 0.10454769635444494)	(134, 0.11019892318441493)	(136, 0.11353828449303358)	(138, 0.1181620155357363)
BA14-WYS_R1_001_trimmed_2U - polya	(1, 0.0015412436809009082)	(2, 0.0015412436809009082)	(3, 0.0015412436809009082)	(4, 0.0015412436809009082)	(5, 0.0020549915745345444)	(6, 0.0025687394681681804)	(7, 0.0025687394681681804)	(8, 0.0025687394681681804)	(9, 0.003596235255435453)	(10, 0.005137478936336361)	(12, 0.005651226829969997)	(14, 0.006164974723603634)	(16, 0.00667872261723727)	(18, 0.006935596564054088)	(20, 0.007192470510870906)	(22, 0.007706218404504542)	(24, 0.00924746208540545)	(26, 0.010274957872672722)	(28, 0.011302453659939994)	(30, 0.012329949447207266)	(32, 0.01310057128765772)	(34, 0.01335744523447454)	(36, 0.01335744523447454)	(38, 0.013614319181291357)	(40, 0.014641814968558629)	(42, 0.016183058649459535)	(44, 0.01721055443672681)	(46, 0.0184949241708109)	(48, 0.01875179811762772)	(50, 0.02106366363897908)	(52, 0.02234803337306317)	(54, 0.022861781266696808)	(56, 0.02363240310714726)	(58, 0.02363240310714726)	(60, 0.023889277053964077)	(62, 0.024916772841231352)	(64, 0.02620114257531544)	(66, 0.027228638362582713)	(68, 0.02748551230939953)	(70, 0.02825613414984999)	(72, 0.030054251777567712)	(74, 0.03056799967120135)	(76, 0.031081747564834984)	(78, 0.031852369405285436)	(80, 0.033393613086186345)	(82, 0.03519173071390408)	(84, 0.037246722288438616)	(86, 0.0398154617566068)	(88, 0.04109983149069089)	(90, 0.04212732727795816)	(92, 0.0426410751715918)	(94, 0.042897949118408614)	(96, 0.04392544490567589)	(98, 0.04546668858657679)	(100, 0.04623731042702725)	(102, 0.04726480621429452)	(104, 0.04957667173564588)	(106, 0.05009041962927952)	(108, 0.05111791541654679)	(110, 0.0526591590974477)	(112, 0.05342978093789816)	(114, 0.05779663803378406)	(116, 0.05908100776786815)	(118, 0.06036537750195224)	(120, 0.06216349512966997)	(122, 0.06575973038510542)	(124, 0.06858534380009042)	(126, 0.07449344457687723)	(128, 0.08194278903456496)	(130, 0.08708026797090132)	(132, 0.0896490074390695)	(134, 0.09581398216267313)	(136, 0.10274957872672721)	(138, 0.10634581398216267)
BA14-gam_R1_001_trimmed_1P - illumina_universal_adapter	(1, 2.2664422224043433e-05)	(2, 2.719730666885212e-05)	(3, 2.719730666885212e-05)	(4, 2.719730666885212e-05)	(5, 2.719730666885212e-05)	(6, 2.719730666885212e-05)	(7, 3.6263075558469497e-05)	(8, 3.6263075558469497e-05)	(9, 6.79932666721303e-05)	(10, 8.159192000655637e-05)	(12, 0.00010198990000819545)	(14, 0.00013598653334426062)	(16, 0.00015411807112349535)	(18, 0.0001835818200147518)	(20, 0.00027197306668852125)	(22, 0.0002991703733573733)	(24, 0.0003082361422469907)	(26, 0.000310502584469395)	(28, 0.0003331670066934385)	(30, 0.000376229408919121)	(32, 0.00047595286670491213)	(34, 0.0006051400733819597)	(36, 0.0007501923756158377)	(38, 0.0008861789089600983)	(40, 0.000997234577857911)	(42, 0.0011944150512070888)	(44, 0.0015094505201212927)	(46, 0.0018312853157027094)	(48, 0.002159919437951339)	(50, 0.0025996092290977817)	(52, 0.0031934170913677203)	(54, 0.0038189551447513183)	(56, 0.0046439401137065)	(58, 0.005480257293773702)	(60, 0.00645482744940757)	(62, 0.0077353673050660245)	(64, 0.00927201513185617)	(66, 0.010980912567549045)	(68, 0.012868858938811862)	(70, 0.01498118309009271)	(72, 0.017456137996958252)	(74, 0.0202982565438533)	(76, 0.0234282132529937)	(78, 0.026787080626596935)	(80, 0.03066043038468596)	(82, 0.035254508769499565)	(84, 0.03990298176765087)	(86, 0.04498434523028141)	(88, 0.050317283779598834)	(90, 0.055387315031117344)	(92, 0.061386587593821644)	(94, 0.06739039304097075)	(96, 0.07329900791477888)	(98, 0.0790557711596859)	(100, 0.08439097615122573)	(102, 0.08929555712050873)	(104, 0.09318023908970977)	(106, 0.09624900185884525)	(108, 0.09826613543678511)	(110, 0.09960333634800368)	(112, 0.10033313074361788)	(114, 0.10057337361919275)	(116, 0.10080908361032279)	(118, 0.10100173119922716)	(120, 0.10118984590368672)	(122, 0.1012850364770277)	(124, 0.10135302974369984)	(126, 0.10142102301037197)	(128, 0.1014958156037113)	(130, 0.10157967396594027)	(132, 0.10168619675039328)	(134, 0.10179045309262387)	(136, 0.10187657789707524)	(138, 0.1019581698170818)
BA14-gam_R1_001_trimmed_1U - polya	(1, 0.022992010997684924)	(2, 0.023905919384622193)	(3, 0.024651476226597333)	(4, 0.025228681523610342)	(5, 0.025998288586294358)	(6, 0.02686409653181387)	(7, 0.027705854256624512)	(8, 0.028499511540017404)	(9, 0.029124817278448165)	(10, 0.030579855631335126)	(12, 0.031614015121816774)	(14, 0.03264817461229842)	(16, 0.03386271075809663)	(18, 0.035005096241768216)	(20, 0.0360512808426043)	(22, 0.03694113900883268)	(24, 0.03787909761647883)	(26, 0.03896135754837822)	(28, 0.03998349192850543)	(30, 0.04105372675005038)	(32, 0.04220813734407641)	(34, 0.04289356863427936)	(36, 0.04410810478007757)	(38, 0.04538276647764797)	(40, 0.046765654168408305)	(42, 0.04792006476243432)	(44, 0.04889409870114378)	(46, 0.04967573087418223)	(48, 0.050673815033600564)	(50, 0.05163582386195559)	(52, 0.05306681199413367)	(54, 0.05412502170532418)	(56, 0.05497880454048927)	(58, 0.056241441127705225)	(60, 0.05743192705279457)	(62, 0.05915151783347916)	(64, 0.06040212931034068)	(66, 0.06152046457330339)	(68, 0.062494498512012844)	(70, 0.06386536109241875)	(72, 0.06565710253522997)	(74, 0.06718429155024355)	(76, 0.06865135501348496)	(78, 0.0703228453527518)	(80, 0.07152535638819557)	(82, 0.07288419385824704)	(84, 0.07437530754219732)	(86, 0.0757702203433121)	(88, 0.07754993667576887)	(90, 0.07931762789787122)	(92, 0.08122962044422682)	(94, 0.0826606085764049)	(96, 0.08450045046063387)	(98, 0.08649661877947054)	(100, 0.08852886242937051)	(102, 0.09048895541714386)	(104, 0.09265347528094264)	(106, 0.0947097691515515)	(108, 0.09682618857393255)	(110, 0.09881033178241477)	(112, 0.10060207322522599)	(114, 0.10295899485469578)	(116, 0.1061817244296851)	(118, 0.10850257072809157)	(120, 0.11114809500606787)	(122, 0.11363729284943647)	(124, 0.1166074951069826)	(126, 0.11926504449531333)	(128, 0.12182639300080857)	(130, 0.12414723929921505)	(132, 0.1261313825076973)	(134, 0.12824780193007831)	(136, 0.1303762464628138)	(138, 0.13240849011271377)
BA14-gam_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0004405131096701438)	(2, 0.0004405131096701438)	(3, 0.0004405131096701438)	(4, 0.0004405131096701438)	(5, 0.0004405131096701438)	(6, 0.0004405131096701438)	(7, 0.0004405131096701438)	(8, 0.0004405131096701438)	(9, 0.0004405131096701438)	(10, 0.0004405131096701438)	(12, 0.0004405131096701438)	(14, 0.0004405131096701438)	(16, 0.0004405131096701438)	(18, 0.0008810262193402876)	(20, 0.0008810262193402876)	(22, 0.0008810262193402876)	(24, 0.0008810262193402876)	(26, 0.0008810262193402876)	(28, 0.0008810262193402876)	(30, 0.0008810262193402876)	(32, 0.0008810262193402876)	(34, 0.0008810262193402876)	(36, 0.0019823089935156473)	(38, 0.0026430786580208627)	(40, 0.0030835917676910064)	(42, 0.0035241048773611504)	(44, 0.0035241048773611504)	(46, 0.0035241048773611504)	(48, 0.0037443614321962223)	(50, 0.004405131096701438)	(52, 0.00462538765153651)	(54, 0.0052861573160417254)	(56, 0.0059469269805469405)	(58, 0.006827953199887229)	(60, 0.007929235974062587)	(62, 0.009691288412743164)	(64, 0.01167359740625881)	(66, 0.015197702283619961)	(68, 0.015417958838455032)	(70, 0.015638215393290102)	(72, 0.018061037496475897)	(74, 0.02092437270933183)	(76, 0.02224591203834226)	(78, 0.024448477586692982)	(80, 0.027091556244713842)	(82, 0.02797258246405413)	(84, 0.031056174231745136)	(86, 0.03391950944460107)	(88, 0.03590181843811672)	(90, 0.03766387087679729)	(92, 0.04096771919932337)	(94, 0.04493233718635467)	(96, 0.048236185508880744)	(98, 0.05109952072173668)	(100, 0.05528439526360304)	(102, 0.05946926980546941)	(104, 0.06387440090217085)	(106, 0.06673773611502679)	(108, 0.07048209754722301)	(110, 0.07268466309557373)	(112, 0.07620876797293488)	(114, 0.0799531294051311)	(116, 0.08193543839864675)	(118, 0.08523928672117281)	(120, 0.08700133915985339)	(122, 0.09493057513391598)	(124, 0.09779391034677193)	(126, 0.1035205807724838)	(128, 0.10836622497885537)	(130, 0.11233084296588666)	(132, 0.11981956583027911)	(134, 0.12356392726247534)	(136, 0.12885008457851704)	(138, 0.13303495912038343)
BA14-gam_R1_001_trimmed_2U - polya	(1, 0.0017620524386805752)	(2, 0.0017620524386805752)	(3, 0.002202565548350719)	(4, 0.0026430786580208627)	(5, 0.0035241048773611504)	(6, 0.0035241048773611504)	(7, 0.004845644206371582)	(8, 0.0052861573160417254)	(9, 0.0052861573160417254)	(10, 0.005506413870876798)	(12, 0.006387440090217085)	(14, 0.007708979419227516)	(16, 0.007929235974062587)	(18, 0.009030518748237949)	(20, 0.009250775303073019)	(22, 0.009911544967578234)	(24, 0.011012827741753595)	(26, 0.01277488018043417)	(28, 0.012995136735269242)	(30, 0.014536932619114745)	(32, 0.016959754722300536)	(34, 0.019162320270651255)	(36, 0.021364885819001974)	(38, 0.02334719481251762)	(40, 0.02466873414152805)	(42, 0.02643078658020863)	(44, 0.02797258246405413)	(46, 0.028633352128559345)	(48, 0.029514378347899634)	(50, 0.03017514801240485)	(52, 0.030835917676910067)	(54, 0.03281822667042571)	(56, 0.034580279109106285)	(58, 0.036782844657457)	(60, 0.037884127431632365)	(62, 0.038765153650972654)	(64, 0.04030694953481816)	(66, 0.04250951508316887)	(68, 0.04449182407668452)	(70, 0.047134902734705386)	(72, 0.04911721172822103)	(74, 0.050659007612066535)	(76, 0.052421060050747106)	(78, 0.053962855934592616)	(80, 0.05594516492810826)	(82, 0.05902875669579927)	(84, 0.06211234846349027)	(86, 0.06475542712151114)	(88, 0.06629722300535663)	(90, 0.06849978855370736)	(92, 0.07070235410205808)	(94, 0.0729049196504088)	(96, 0.07378594586974908)	(98, 0.07422645897941924)	(100, 0.07576825486326473)	(102, 0.07708979419227516)	(104, 0.07995312940513111)	(106, 0.0830367211728221)	(108, 0.08590005638567805)	(110, 0.0885431350436989)	(112, 0.09206723992106006)	(114, 0.09669262757259656)	(116, 0.09823442345644207)	(118, 0.10153827177896814)	(120, 0.10792571186918523)	(122, 0.10924725119819566)	(124, 0.11167007330138146)	(126, 0.1136523822948971)	(128, 0.11871828305610375)	(130, 0.12158161826895969)	(132, 0.1270880321398365)	(134, 0.1325944460107133)	(136, 0.14052368198477588)	(138, 0.14933394417817875)
BA19-S5_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0011885612861817865)	(2, 0.0015847483815757152)	(3, 0.0015847483815757152)	(4, 0.0015847483815757152)	(5, 0.0015847483815757152)	(6, 0.0015847483815757152)	(7, 0.001980935476969644)	(8, 0.001980935476969644)	(9, 0.001980935476969644)	(10, 0.001980935476969644)	(12, 0.001980935476969644)	(14, 0.001980935476969644)	(16, 0.0021790290246666085)	(18, 0.0025752161200605374)	(20, 0.002773309667757502)	(22, 0.002773309667757502)	(24, 0.002773309667757502)	(26, 0.002773309667757502)	(28, 0.002971403215454466)	(30, 0.003961870953939288)	(32, 0.003961870953939288)	(34, 0.003961870953939288)	(36, 0.004358058049333217)	(38, 0.005150432240121075)	(40, 0.005942806430908933)	(42, 0.006140899978605897)	(44, 0.006338993526302861)	(46, 0.006338993526302861)	(48, 0.00673518062169679)	(50, 0.00673518062169679)	(52, 0.007329461264787684)	(54, 0.008319929003272506)	(56, 0.008319929003272506)	(58, 0.009112303194060364)	(60, 0.010498958027939114)	(62, 0.0116875193141209)	(64, 0.014064641886484474)	(66, 0.01525320317266626)	(68, 0.015649390268060188)	(70, 0.016243670911151083)	(72, 0.016441764458848047)	(74, 0.017432232197332868)	(76, 0.017828419292726796)	(78, 0.017828419292726796)	(80, 0.01842269993581769)	(82, 0.01961126122199948)	(84, 0.022186477342060015)	(86, 0.023573132175938767)	(88, 0.026148348295999303)	(90, 0.02872356441605984)	(92, 0.030704499893029483)	(94, 0.03209115472690824)	(96, 0.03446827729927181)	(98, 0.03803396115781717)	(100, 0.040014896634786815)	(102, 0.04338248694563521)	(104, 0.04595770306569574)	(106, 0.05031576111502896)	(108, 0.05526809980745307)	(110, 0.0584375965706045)	(112, 0.06220137397684682)	(114, 0.06537087073999825)	(116, 0.06774799331236184)	(118, 0.0695308352416345)	(120, 0.07270033200478594)	(122, 0.07507745457714951)	(124, 0.07824695134030094)	(126, 0.08062407391266452)	(128, 0.08537831905739166)	(130, 0.08973637710672488)	(132, 0.09449062225145202)	(134, 0.09845249320539132)	(136, 0.10102770932545185)	(138, 0.10479148673169417)
BA19-WYS_R1_001_trimmed_1P - illumina_universal_adapter	(1, 1.5835611154034413e-05)	(2, 1.5835611154034413e-05)	(3, 1.5835611154034413e-05)	(4, 5.806390756479285e-05)	(5, 7.389951871882727e-05)	(6, 9.501366692420649e-05)	(7, 0.0001108492780782409)	(8, 0.0001161278151295857)	(9, 0.0001161278151295857)	(10, 0.0001214063521809305)	(12, 0.00017419172269437854)	(14, 0.0002005844079511026)	(16, 0.0002322556302591714)	(18, 0.0002533697784645506)	(20, 0.0002955980748753091)	(22, 0.0003114336860293435)	(24, 0.00033782637128606754)	(26, 0.0003510227139144295)	(28, 0.0003721368621198087)	(30, 0.0004381185752616188)	(32, 0.0005621641959682218)	(34, 0.0007363559186626004)	(36, 0.0009211047154596686)	(38, 0.0010847393640513576)	(40, 0.0013064379202078393)	(42, 0.0015809218468777692)	(44, 0.0018738806532274058)	(46, 0.0022644923950269212)	(48, 0.002794985368687074)	(50, 0.0033545102961296236)	(52, 0.003995852547868018)	(54, 0.004692619438645532)	(56, 0.005560938783591752)	(58, 0.006423979591486627)	(60, 0.007611650428039209)	(62, 0.00892072761677272)	(64, 0.010583466787946335)	(66, 0.012739749173420687)	(68, 0.01476406813261142)	(70, 0.017226505667063772)	(72, 0.01989480614651857)	(74, 0.023085681794056505)	(76, 0.026556319905315713)	(78, 0.030370062924912337)	(80, 0.03435535839867766)	(82, 0.03889753953135987)	(84, 0.04383033240584159)	(86, 0.04923027580936733)	(88, 0.055020830954692575)	(90, 0.06072692950719631)	(92, 0.06709548445964382)	(94, 0.07323970158740917)	(96, 0.07983787290159017)	(98, 0.08612724979826751)	(100, 0.09183070908224557)	(102, 0.09662362072486666)	(104, 0.10069073352292783)	(106, 0.10376548135533617)	(108, 0.10589801032407947)	(110, 0.10735224728172496)	(112, 0.10810179954301594)	(114, 0.10838947981231423)	(116, 0.10864548885930445)	(118, 0.10887510522103794)	(120, 0.10905457548078368)	(122, 0.10921821012937535)	(124, 0.10930794525924822)	(126, 0.10938712331501839)	(128, 0.10947421917636559)	(130, 0.10955603650066142)	(132, 0.10962465748232891)	(134, 0.10966688577873968)	(136, 0.10976453871418955)	(138, 0.10988594506637048)
BA19-WYS_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0005221904846449888)	(16, 0.0005221904846449888)	(18, 0.0005221904846449888)	(20, 0.0005221904846449888)	(22, 0.0005221904846449888)	(24, 0.0005221904846449888)	(26, 0.0005221904846449888)	(28, 0.0005221904846449888)	(30, 0.0005221904846449888)	(32, 0.0007832857269674833)	(34, 0.0010443809692899776)	(36, 0.0015665714539349663)	(38, 0.0015665714539349663)	(40, 0.0015665714539349663)	(42, 0.001827666696257461)	(44, 0.0023498571809024496)	(46, 0.002610952423224944)	(48, 0.0028720476655474383)	(50, 0.003655333392514922)	(52, 0.005221904846449888)	(54, 0.006788476300384854)	(56, 0.007310666785029844)	(58, 0.0075717620273523375)	(60, 0.009138333481287304)	(62, 0.009921619208254788)	(64, 0.010182714450577283)	(66, 0.010443809692899776)	(68, 0.010443809692899776)	(70, 0.01070490493522227)	(72, 0.012010381146834743)	(74, 0.012010381146834743)	(76, 0.012532571631479732)	(78, 0.01488242881238218)	(80, 0.017754476477929618)	(82, 0.018537762204897102)	(84, 0.020626524143477057)	(86, 0.024542952778314475)	(88, 0.02610952423224944)	(90, 0.029503762382441866)	(92, 0.032636905290311796)	(94, 0.03498676247121425)	(96, 0.03890319110605167)	(98, 0.042036334013921595)	(100, 0.046736048375726494)	(102, 0.05195795322217639)	(104, 0.05639657234165879)	(106, 0.06318504864204365)	(108, 0.06631819154991359)	(110, 0.06814585824617103)	(112, 0.07362885833494343)	(114, 0.07858966793907082)	(116, 0.0838115727855207)	(118, 0.09086114432822806)	(120, 0.09634414441700043)	(122, 0.10156604926345032)	(124, 0.10600466838293272)	(126, 0.11070438274473762)	(128, 0.11723176380279998)	(130, 0.1211481924376374)	(132, 0.12793666873802226)	(134, 0.13368076406911714)	(136, 0.1407303356118245)	(138, 0.14595224045827437)
BA19-gam_R1_001_trimmed_1P - polya	(1, 0.002813973777220931)	(2, 0.00432066839809513)	(3, 0.005530455549561767)	(4, 0.006062230121635014)	(5, 0.006726948336726572)	(6, 0.007462569828094564)	(7, 0.00820705422899711)	(8, 0.010471527615075684)	(9, 0.011619274399800443)	(10, 0.013757451325011622)	(12, 0.014934002565723681)	(14, 0.017652700065448154)	(16, 0.02055530293801463)	(18, 0.021824914728839503)	(20, 0.02301919178862067)	(22, 0.02603036530298543)	(24, 0.02821728823063666)	(26, 0.029695178395523558)	(28, 0.031434524391679805)	(30, 0.034201967893844325)	(32, 0.03724637731896366)	(34, 0.03954187088841318)	(36, 0.04220295947616305)	(38, 0.04436994085736153)	(40, 0.04744980192061908)	(42, 0.04940185774560463)	(44, 0.051110183558389935)	(46, 0.053600661137599634)	(48, 0.055335575678988606)	(50, 0.0577219140711673)	(52, 0.06089040422977039)	(54, 0.06404560002407167)	(56, 0.0653240747244311)	(58, 0.0672849934589512)	(60, 0.06881384535366178)	(62, 0.07036042306744147)	(64, 0.0717253111357628)	(66, 0.07402966761474687)	(68, 0.07650906655703837)	(70, 0.07845225947248938)	(72, 0.080293528928293)	(74, 0.08202622774229831)	(76, 0.08339554726538692)	(78, 0.0856710992883837)	(80, 0.08721324554739612)	(82, 0.0896970759444549)	(84, 0.092681660730216)	(86, 0.0943257304488758)	(88, 0.0959188384377119)	(90, 0.0976670473434027)	(92, 0.09938423606572255)	(94, 0.10097069687240773)	(96, 0.10256823631601111)	(98, 0.10440729004443108)	(100, 0.10711934036200466)	(102, 0.10989121531893645)	(104, 0.11195405751310392)	(106, 0.11387066169995125)	(108, 0.11540172932204547)	(110, 0.11701034740256705)	(112, 0.11864998566645955)	(114, 0.11976449654042973)	(116, 0.12106069705985828)	(118, 0.12215969784214298)	(120, 0.12383257201679007)	(122, 0.12546999455329894)	(124, 0.12653354369744546)	(126, 0.1274286975604354)	(128, 0.1284169119735382)	(130, 0.1293785376580373)	(132, 0.1303024959770146)	(134, 0.13139263384976474)	(136, 0.13256032218094224)	(138, 0.13356847814049777)
BA19-gam_R1_001_trimmed_1U - polya	(1, 0.007611761969773094)	(2, 0.011162438107276578)	(3, 0.014202704550013937)	(4, 0.01588927571532809)	(5, 0.01864104972189329)	(6, 0.0227243272800223)	(7, 0.025165417124555944)	(8, 0.05190644678512906)	(9, 0.0557234236329453)	(10, 0.05865273144638568)	(12, 0.0605279322815047)	(14, 0.07075831790268661)	(16, 0.07787076604062329)	(18, 0.07936870753613257)	(20, 0.0812217166453922)	(22, 0.08579321217242794)	(24, 0.08818991856524279)	(26, 0.08997635249692423)	(28, 0.09252840097075485)	(30, 0.09712208822364998)	(32, 0.10097235266025532)	(34, 0.10333577146428108)	(36, 0.1066645303431906)	(38, 0.1094274002126855)	(40, 0.11396560815093215)	(42, 0.11721669598933376)	(44, 0.11950244375285163)	(46, 0.1225205184697296)	(48, 0.12495051245133354)	(50, 0.12754694437688296)	(52, 0.13165241366087138)	(54, 0.1362571967766962)	(56, 0.13812130174888554)	(58, 0.14147225235365446)	(60, 0.14399101323869598)	(62, 0.14578854303330713)	(64, 0.14808538665975468)	(66, 0.1514030496757345)	(68, 0.1541659195452294)	(70, 0.15712851494745889)	(72, 0.15975823446179738)	(74, 0.1624767208795735)	(76, 0.1644406886181301)	(78, 0.16667095706699947)	(80, 0.16860163721676702)	(82, 0.1720524505879032)	(84, 0.17485970390911687)	(86, 0.1762688785011886)	(88, 0.17789997035185426)	(90, 0.17984174636455147)	(92, 0.18208311067635052)	(94, 0.18392502392268048)	(96, 0.18561159508799463)	(98, 0.18749789178604337)	(100, 0.1898724064529988)	(102, 0.19242445492682944)	(104, 0.19428855989901878)	(106, 0.19573102207987958)	(108, 0.19675184146941183)	(110, 0.19797238639167863)	(112, 0.19929279408031275)	(114, 0.20053553072843894)	(116, 0.20150087080332274)	(118, 0.202410731563558)	(120, 0.2035647013082466)	(122, 0.2044301786167631)	(124, 0.20505154694082622)	(126, 0.20595031183813178)	(128, 0.20650510498461672)	(130, 0.2070488022681719)	(132, 0.20762578714051622)	(134, 0.20821386787579024)	(136, 0.2087797568852049)	(138, 0.20926797485411158)
