Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
WT-S5-1_R1_001_trimmed_2P	(1.0, 24.311317456181094)	(2.0, 14.397396327307503)	(3.0, 9.33705003208343)	(4.0, 6.022379470974107)	(5.0, 4.139102806453581)	(6.0, 2.9937590748493736)	(7.0, 2.1683610770305455)	(8.0, 1.8205666880554436)	(9.0, 1.4643515759633896)	('>10', 16.772154587423394)	('>50', 5.186488990829005)	('>100', 8.405485776331684)	('>500', 1.7426514574520924)	('>1k', 1.2013067662320531)	('>5k', 0.03762791283332937)	('>10k+', 0.0)
WT-S5-1_R1_001_trimmed_2U	(1.0, 80.11526029787926)	(2.0, 10.398241483386318)	(3.0, 3.4687280582349307)	(4.0, 1.7616621301372655)	(5.0, 0.8948201446611675)	(6.0, 0.6144801721285796)	(7.0, 0.41823867035317724)	(8.0, 0.2283956411369504)	(9.0, 0.16341406874992367)	('>10', 0.8516553318448404)	('>50', 0.06311760327378005)	('>100', 0.0)	('>500', 0.0)	('>1k', 1.0219863982138084)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-2_R1_001_trimmed_1P	(1.0, 20.496149638386512)	(2.0, 14.085484209187108)	(3.0, 9.599950622390228)	(4.0, 6.691292294143533)	(5.0, 4.7678407233977005)	(6.0, 3.2396234507012283)	(7.0, 2.5210990595905156)	(8.0, 1.9053836184786204)	(9.0, 1.5789674547223107)	('>10', 17.121342975797848)	('>50', 5.452761170830551)	('>100', 9.04697757282975)	('>500', 2.17730123379956)	('>1k', 1.315825975744625)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-2_R1_001_trimmed_1U	(1.0, 35.22250719944984)	(2.0, 18.365119618158854)	(3.0, 10.538180223379722)	(4.0, 6.305163665429673)	(5.0, 3.997867741333346)	(6.0, 2.781954419638289)	(7.0, 2.0288878712743044)	(8.0, 1.565277055386256)	(9.0, 1.2824028415281883)	('>10', 12.627796679014386)	('>50', 2.666651147997987)	('>100', 2.484889988690769)	('>500', 0.13330154871841504)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-2_R1_001_trimmed_2P	(1.0, 20.415003649967403)	(2.0, 13.558147982446714)	(3.0, 9.27490336701052)	(4.0, 6.415977880428052)	(5.0, 4.42173669213052)	(6.0, 3.1801367604629704)	(7.0, 2.403267443513618)	(8.0, 1.897388947478818)	(9.0, 1.6020476978930709)	('>10', 16.999803523797773)	('>50', 5.506817584698357)	('>100', 9.926748703597983)	('>500', 2.4656314583001087)	('>1k', 1.8502569256777144)	('>5k', 0.0821313825962787)	('>10k+', 0.0)
WT-S5-2_R1_001_trimmed_2U	(1.0, 75.43395758000332)	(2.0, 12.283054225787932)	(3.0, 4.162365570352335)	(4.0, 2.247153721709798)	(5.0, 1.4473961818932652)	(6.0, 0.8517631605703296)	(7.0, 0.5759450472599524)	(8.0, 0.30518300976509577)	(9.0, 0.32808359317219865)	('>10', 1.2996862855766957)	('>50', 0.09188864821593198)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.9735229756931172)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-3_R1_001_trimmed_1P	(1.0, 22.70127152312406)	(2.0, 14.114938581505218)	(3.0, 8.909345980124257)	(4.0, 5.802228386125162)	(5.0, 3.988932288815124)	(6.0, 2.746742630318422)	(7.0, 2.097321985624305)	(8.0, 1.663411320438391)	(9.0, 1.4010894450251798)	('>10', 15.306936694238289)	('>50', 4.94495920532788)	('>100', 9.834876527247278)	('>500', 3.2087356201330595)	('>1k', 2.966570101808305)	('>5k', 0.244123606906456)	('>10k+', 0.06851610323875955)
WT-S5-3_R1_001_trimmed_1U	(1.0, 40.127748973662655)	(2.0, 17.531477414386547)	(3.0, 9.038320116462826)	(4.0, 5.045803681631622)	(5.0, 3.1572330574550818)	(6.0, 2.1434292389052088)	(7.0, 1.6151731758912002)	(8.0, 1.2242138920012915)	(9.0, 0.9816925790633705)	('>10', 11.439994741880378)	('>50', 3.440615162496509)	('>100', 3.809218669363946)	('>500', 0.2509687764557483)	('>1k', 0.194110520343655)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-3_R1_001_trimmed_2P	(1.0, 21.739443321608864)	(2.0, 13.39399755940162)	(3.0, 8.668871347318108)	(4.0, 5.521989590246521)	(5.0, 3.943532135868432)	(6.0, 2.6972939455238305)	(7.0, 2.1209003102806)	(8.0, 1.6261569048258928)	(9.0, 1.345050384280467)	('>10', 15.447660463210472)	('>50', 4.902676012945639)	('>100', 10.646700743221793)	('>500', 3.6022285760592188)	('>1k', 3.801264344587009)	('>5k', 0.35921824790054857)	('>10k+', 0.1830161127210488)
WT-S5-3_R1_001_trimmed_2U	(1.0, 82.14606628403548)	(2.0, 7.245022854412059)	(3.0, 2.9444297665463504)	(4.0, 1.6663813100874936)	(5.0, 1.0519101317273174)	(6.0, 0.6388510760655158)	(7.0, 0.551778954931645)	(8.0, 0.47968677139170435)	(9.0, 0.27394533133797705)	('>10', 2.342722664652614)	('>50', 0.11428179402615775)	('>100', 0.06229093494129629)	('>500', 0.48263212584437437)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-2_R1_001_trimmed_1P	(1.0, 30.461575453553376)	(2.0, 18.62404899583511)	(3.0, 11.795017189804206)	(4.0, 7.343300354335473)	(5.0, 4.804814565776984)	(6.0, 3.3848244280064983)	(7.0, 2.4383684487582404)	(8.0, 1.8606580032890612)	(9.0, 1.5231980214059324)	('>10', 13.199676857441013)	('>50', 2.4139322867007125)	('>100', 1.9534882345527744)	('>500', 0.15269059815646807)	('>1k', 0.044406562384295994)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-2_R1_001_trimmed_1U	(1.0, 48.848535000504654)	(2.0, 21.497665870117206)	(3.0, 10.599716417010521)	(4.0, 5.531590275140201)	(5.0, 3.2781431858504275)	(6.0, 2.0489341223925095)	(7.0, 1.2920537023892458)	(8.0, 1.0472952126406798)	(9.0, 0.7836861354654383)	('>10', 4.604746902717368)	('>50', 0.32017104696407783)	('>100', 0.1474621288077061)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-2_R1_001_trimmed_2P	(1.0, 30.051496369670282)	(2.0, 17.930428977722986)	(3.0, 11.531467053275628)	(4.0, 7.331172238171919)	(5.0, 4.717462179125563)	(6.0, 3.379033702702025)	(7.0, 2.4278006292562058)	(8.0, 1.895200684536332)	(9.0, 1.5245322325757535)	('>10', 13.972839658329402)	('>50', 2.6214615061577127)	('>100', 2.2737887250704176)	('>500', 0.2315756594802262)	('>1k', 0.1117403839256125)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-2_R1_001_trimmed_2U	(1.0, 85.92645044156004)	(2.0, 8.360966514141927)	(3.0, 2.2657777070780774)	(4.0, 0.8799996901562652)	(5.0, 0.44050719723812026)	(6.0, 0.26208623310474816)	(7.0, 0.10155636473534195)	(8.0, 0.13761421353966974)	(9.0, 0.024416318440755227)	('>10', 0.2649622704867141)	('>50', 0.11303851129979273)	('>100', 0.0)	('>500', 0.0)	('>1k', 1.222624538218558)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-3_R1_001_trimmed_1P	(1.0, 28.896412017134352)	(2.0, 18.144760359469092)	(3.0, 11.511793822522426)	(4.0, 7.183091493462819)	(5.0, 4.712479505140818)	(6.0, 3.3961232733651903)	(7.0, 2.453955994448811)	(8.0, 1.9082273151605786)	(9.0, 1.662256395241271)	('>10', 14.552064575064689)	('>50', 2.77146141382375)	('>100', 2.5481628124326066)	('>500', 0.22216131874816292)	('>1k', 0.03704970398544884)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-3_R1_001_trimmed_1U	(1.0, 47.15023777761929)	(2.0, 21.249166336329825)	(3.0, 10.74146674359147)	(4.0, 5.8243401168821505)	(5.0, 3.280475853539027)	(6.0, 2.132651106641608)	(7.0, 1.488112489734043)	(8.0, 1.0795655015902357)	(9.0, 0.8780227856455843)	('>10', 5.561178284819942)	('>50', 0.46540310993192424)	('>100', 0.14937989367494042)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-3_R1_001_trimmed_2P	(1.0, 28.418035743320154)	(2.0, 17.561534468846396)	(3.0, 11.284736998425329)	(4.0, 7.092062195357994)	(5.0, 4.699327911896433)	(6.0, 3.311984516545391)	(7.0, 2.5441892174332037)	(8.0, 1.9655567829782277)	(9.0, 1.57733884631262)	('>10', 15.216312461975381)	('>50', 3.0458453640466074)	('>100', 2.838434796307024)	('>500', 0.3110635714579893)	('>1k', 0.13357712509723532)	('>5k', 0.0)	('>10k+', 0.0)
WT-WYS-3_R1_001_trimmed_2U	(1.0, 84.23240089034795)	(2.0, 9.408382956497531)	(3.0, 2.547555373106767)	(4.0, 1.0909192327915869)	(5.0, 0.5237373818325592)	(6.0, 0.2539586111778065)	(7.0, 0.20068221231186786)	(8.0, 0.17875452358502492)	(9.0, 0.06422124068518083)	('>10', 0.36748821058742365)	('>50', 0.06065339398044857)	('>100', 0.0)	('>500', 0.0)	('>1k', 1.0712459730958637)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-1_R1_001_trimmed_1P	(1.0, 30.305658471739406)	(2.0, 18.297007962947923)	(3.0, 11.606154955219111)	(4.0, 7.452991210683272)	(5.0, 4.857250063275291)	(6.0, 3.276200685028975)	(7.0, 2.5055311486099274)	(8.0, 1.8279729763113168)	(9.0, 1.5549919954715108)	('>10', 12.494958590002957)	('>50', 2.4447383421225863)	('>100', 2.8258960189648423)	('>500', 0.33857052928553033)	('>1k', 0.2120770503375309)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-1_R1_001_trimmed_1U	(1.0, 50.61631402587512)	(2.0, 21.060189722100443)	(3.0, 10.176374218168565)	(4.0, 5.001221539481103)	(5.0, 2.8777170966232455)	(6.0, 1.6912688472281088)	(7.0, 1.1085626660041945)	(8.0, 0.8602434108652391)	(9.0, 0.6635962125400142)	('>10', 4.962478974294151)	('>50', 0.6197469913984186)	('>100', 0.3622862954213062)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-1_R1_001_trimmed_2P	(1.0, 29.82567297311342)	(2.0, 18.03130584816642)	(3.0, 11.513602907575436)	(4.0, 7.163074250392654)	(5.0, 4.954212769846531)	(6.0, 3.4347902622602335)	(7.0, 2.4751373846827147)	(8.0, 1.8727258699940394)	(9.0, 1.5149054734753633)	('>10', 12.817125185248274)	('>50', 2.577548483878053)	('>100', 3.070421597759394)	('>500', 0.47165965814486505)	('>1k', 0.2778173354627386)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-1_R1_001_trimmed_2U	(1.0, 91.41164014145576)	(2.0, 5.166742080551091)	(3.0, 1.4183942716441365)	(4.0, 0.5557467788736857)	(5.0, 0.23857805082960237)	(6.0, 0.1821760992576982)	(7.0, 0.10557195318972598)	(8.0, 0.06815463585091036)	(9.0, 0.04503377347935667)	('>10', 0.1768822659636864)	('>50', 0.05296474630551062)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.5781152025988281)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-2_R1_001_trimmed_1P	(1.0, 29.54489455014303)	(2.0, 18.04049902055707)	(3.0, 11.62103098677341)	(4.0, 7.378092192989344)	(5.0, 4.845393872986687)	(6.0, 3.403605591999352)	(7.0, 2.476054447267866)	(8.0, 1.9527495097324592)	(9.0, 1.5671631871430163)	('>10', 12.71214920553784)	('>50', 2.4753411903888085)	('>100', 3.1806880046540096)	('>500', 0.5291205178632385)	('>1k', 0.27321772196378974)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-2_R1_001_trimmed_1U	(1.0, 51.28204807927915)	(2.0, 21.041170490192666)	(3.0, 9.978657309861065)	(4.0, 4.953501181547178)	(5.0, 2.7426904754232306)	(6.0, 1.6944399476340972)	(7.0, 1.0555488252875636)	(8.0, 0.82651711154073)	(9.0, 0.6497965862959454)	('>10', 4.772593227142812)	('>50', 0.6341379182657728)	('>100', 0.3466168886766746)	('>500', 0.022281958853074997)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-2_R1_001_trimmed_2P	(1.0, 29.150076654740108)	(2.0, 17.954337831873005)	(3.0, 11.457584471597105)	(4.0, 7.219846039259674)	(5.0, 4.95995524007052)	(6.0, 3.368899186052675)	(7.0, 2.4064986895812606)	(8.0, 1.9829496398812647)	(9.0, 1.5073727124083853)	('>10', 12.904991308661613)	('>50', 2.633511219268194)	('>100', 3.4560959615752602)	('>500', 0.5979287694862665)	('>1k', 0.3999522755446939)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-2_R1_001_trimmed_2U	(1.0, 90.82317127578273)	(2.0, 5.321179812800655)	(3.0, 1.419832907748861)	(4.0, 0.6229431325467416)	(5.0, 0.3092928756587437)	(6.0, 0.20264975200216537)	(7.0, 0.0961312540200504)	(8.0, 0.058266703388089855)	(9.0, 0.06127142120051019)	('>10', 0.3058609993554654)	('>50', 0.03483098644410342)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.7445688790518731)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-3_R1_001_trimmed_1P	(1.0, 28.17213755911852)	(2.0, 18.27090687595791)	(3.0, 11.91647015040249)	(4.0, 7.809365011373883)	(5.0, 4.991485376690308)	(6.0, 3.5545510335608608)	(7.0, 2.6073294114649004)	(8.0, 1.8934601451152757)	(9.0, 1.5930806494824048)	('>10', 12.830715292298636)	('>50', 2.4946555794837804)	('>100', 3.1596121383677187)	('>500', 0.4737316792431865)	('>1k', 0.23249909744018143)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-3_R1_001_trimmed_1U	(1.0, 47.50135749804498)	(2.0, 21.331826527037627)	(3.0, 10.658333742527365)	(4.0, 5.598200323557001)	(5.0, 3.116988593986234)	(6.0, 1.9990159678388626)	(7.0, 1.2974563492827929)	(8.0, 0.9306459444207761)	(9.0, 0.7337821770701821)	('>10', 5.545579522686268)	('>50', 0.7886539436153497)	('>100', 0.48042682134316367)	('>500', 0.017732588589365546)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-3_R1_001_trimmed_2P	(1.0, 27.255121628406375)	(2.0, 17.28314796354862)	(3.0, 11.597291242438299)	(4.0, 7.708110535857969)	(5.0, 5.187045875856961)	(6.0, 3.5561938441043885)	(7.0, 2.6163334738944974)	(8.0, 2.133355381643903)	(9.0, 1.595258255277498)	('>10', 13.630140576965562)	('>50', 2.664217212612732)	('>100', 3.7267776158442047)	('>500', 0.6152378900111719)	('>1k', 0.43176850353780616)	('>5k', 0.0)	('>10k+', 0.0)
WT-male-gam-3_R1_001_trimmed_2U	(1.0, 90.0148466932715)	(2.0, 5.747904740519353)	(3.0, 1.6637945065824284)	(4.0, 0.7109614259912619)	(5.0, 0.33506429110643215)	(6.0, 0.1816669170857424)	(7.0, 0.10155615341017107)	(8.0, 0.09430651362813577)	(9.0, 0.07046261332184743)	('>10', 0.30228006680182623)	('>50', 0.0)	('>100', 0.04632629547415062)	('>500', 0.0)	('>1k', 0.7308297828071612)	('>5k', 0.0)	('>10k+', 0.0)
WT-mature-herm-1_R1_001_trimmed_1P	(1.0, 17.400549104641435)	(2.0, 8.420277001591023)	(3.0, 4.610474852207376)	(4.0, 2.819304095412827)	(5.0, 1.9465267675150257)	(6.0, 1.4974546645020819)	(7.0, 1.171670777153941)	(8.0, 0.9997167298627543)	(9.0, 0.8364430003518355)	('>10', 10.265271255652301)	('>50', 3.6337035038160574)	('>100', 10.722349776909898)	('>500', 7.373543326008115)	('>1k', 20.960146771866167)	('>5k', 4.80250267259085)	('>10k+', 2.5400656999182685)
WT-mature-herm-1_R1_001_trimmed_1U	(1.0, 30.366572759151193)	(2.0, 9.949951072109208)	(3.0, 4.23964046881386)	(4.0, 2.416699370937181)	(5.0, 1.7296789251717297)	(6.0, 1.2641283227549562)	(7.0, 1.0295766839263523)	(8.0, 0.8622409370837396)	(9.0, 0.7494307563046915)	('>10', 10.286785519303573)	('>50', 5.482927683295046)	('>100', 17.83910029795799)	('>500', 6.982156072720541)	('>1k', 6.418860971658994)	('>5k', 0.38225015881089536)	('>10k+', 0.0)
WT-mature-herm-1_R1_001_trimmed_2P	(1.0, 16.502375882381383)	(2.0, 8.52165042121448)	(3.0, 4.588955422999137)	(4.0, 2.7546471288688883)	(5.0, 2.0142567864413365)	(6.0, 1.4681200180602862)	(7.0, 1.1808650257268305)	(8.0, 0.95899479828892)	(9.0, 0.8391194871772867)	('>10', 10.272877116905562)	('>50', 3.649097180889501)	('>100', 10.935519871165674)	('>500', 7.4436814821751005)	('>1k', 21.369975231097957)	('>5k', 4.605376769347201)	('>10k+', 2.8944873772603916)
WT-mature-herm-1_R1_001_trimmed_2U	(1.0, 39.692424632182174)	(2.0, 3.9813816703372287)	(3.0, 1.8329946848924275)	(4.0, 1.2706850146026067)	(5.0, 1.0156843398914435)	(6.0, 0.9558346376562822)	(7.0, 0.7992809276028314)	(8.0, 0.7429687440254074)	(9.0, 0.663196987144475)	('>10', 9.696906632103643)	('>50', 1.7782953813183209)	('>100', 0.9078681658709502)	('>500', 0.0)	('>1k', 0.9198492700064955)	('>5k', 0.0)	('>10k+', 35.74262891236572)
WT-mature-herm-2_R1_001_trimmed_1P	(1.0, 20.054539265735208)	(2.0, 11.94419641523595)	(3.0, 7.413398906625224)	(4.0, 4.685253114815912)	(5.0, 3.0849915392653857)	(6.0, 2.163159784483963)	(7.0, 1.6523280437643606)	(8.0, 1.219803025510489)	(9.0, 1.0144145942558973)	('>10', 11.105622109579997)	('>50', 3.557493805943216)	('>100', 11.685431120627772)	('>500', 6.873956010419365)	('>1k', 11.156375302953247)	('>5k', 1.446880492792092)	('>10k+', 0.9421564679919253)
WT-mature-herm-2_R1_001_trimmed_1U	(1.0, 36.68465980425043)	(2.0, 14.828558130531553)	(3.0, 7.2173644092496545)	(4.0, 3.883074583965839)	(5.0, 2.2708792026619773)	(6.0, 1.5759990823021348)	(7.0, 1.157453292712766)	(8.0, 0.898179175719046)	(9.0, 0.7643035243681121)	('>10', 10.518091855756927)	('>50', 5.511374455594834)	('>100', 11.676990875235562)	('>500', 1.869986740738537)	('>1k', 1.1430848669125309)	('>5k', 0.0)	('>10k+', 0.0)
WT-mature-herm-2_R1_001_trimmed_2P	(1.0, 20.12310771929943)	(2.0, 11.6807456268628)	(3.0, 7.384775977870599)	(4.0, 4.462045098105249)	(5.0, 3.066608322405246)	(6.0, 2.153668349385165)	(7.0, 1.569736565683005)	(8.0, 1.3084869079547172)	(9.0, 1.0114711401864873)	('>10', 11.120373728681576)	('>50', 3.6031837583579294)	('>100', 11.001390024465806)	('>500', 6.967734132441707)	('>1k', 11.864486450549881)	('>5k', 1.3679665320588639)	('>10k+', 1.3142196656916352)
WT-mature-herm-2_R1_001_trimmed_2U	(1.0, 69.01408118774671)	(2.0, 8.045468365696623)	(3.0, 3.56796864820305)	(4.0, 2.4186141973028064)	(5.0, 1.8549029099293508)	(6.0, 1.4788834713620944)	(7.0, 1.3201430105427043)	(8.0, 1.0036421114029797)	(9.0, 0.9169639290545406)	('>10', 8.505866894140253)	('>50', 0.8378890960349118)	('>100', 0.4797713426479395)	('>500', 0.555804835936044)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WT-mature-herm-3_R1_001_trimmed_1P	(1.0, 15.027061317032665)	(2.0, 7.0136422760678885)	(3.0, 3.816717714297143)	(4.0, 2.387267993478197)	(5.0, 1.6824672459930605)	(6.0, 1.270507727613968)	(7.0, 0.9973809186986392)	(8.0, 0.8463316482404978)	(9.0, 0.7341629259185773)	('>10', 9.823399416924488)	('>50', 3.711149695493593)	('>100', 10.512236621279333)	('>500', 7.082331698555068)	('>1k', 23.463021457683684)	('>5k', 7.367967352526361)	('>10k+', 4.264353990196853)
WT-mature-herm-3_R1_001_trimmed_1U	(1.0, 26.278920519510425)	(2.0, 8.146082312143761)	(3.0, 3.5708601042814583)	(4.0, 2.190706050021687)	(5.0, 1.5551959392336283)	(6.0, 1.1981712008962186)	(7.0, 0.9580494123767501)	(8.0, 0.8595654127730619)	(9.0, 0.7061470315306424)	('>10', 10.034169665863992)	('>50', 4.93950877977997)	('>100', 17.861175724439953)	('>500', 8.363068803050524)	('>1k', 12.22163619998166)	('>5k', 0.8834146992258353)	('>10k+', 0.23332814489042758)
WT-mature-herm-3_R1_001_trimmed_2P	(1.0, 14.323684524077235)	(2.0, 6.942188235598774)	(3.0, 3.7962016936819665)	(4.0, 2.3185171871937307)	(5.0, 1.7115366818397408)	(6.0, 1.271218026503675)	(7.0, 1.0391720369243977)	(8.0, 0.8447489808350821)	(9.0, 0.7275200251797254)	('>10', 9.689014859637691)	('>50', 3.739626149081763)	('>100', 10.584057687911375)	('>500', 7.269554387638141)	('>1k', 23.505833035104896)	('>5k', 7.351929872309778)	('>10k+', 4.885196616481979)
WT-mature-herm-3_R1_001_trimmed_2U	(1.0, 38.335775942225006)	(2.0, 4.082230304748953)	(3.0, 1.9570809571846988)	(4.0, 1.333066966179113)	(5.0, 1.174777243535332)	(6.0, 0.953441905246334)	(7.0, 0.8957148698038829)	(8.0, 0.7587312661235472)	(9.0, 0.6733616694771338)	('>10', 11.618189489972988)	('>50', 3.1925591205880797)	('>100', 1.548724637880194)	('>500', 0.19891876082864876)	('>1k', 0.8519290369017055)	('>5k', 0.0)	('>10k+', 32.4254978293044)
