Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
RNAi-S5-1_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002820962004462762)	(4, 0.0003453246591669933)	(5, 0.0004231443006694143)	(6, 0.0004717815766084274)	(7, 0.0005204188525474406)	(8, 0.0005787835836742563)	(9, 0.000651739497582776)	(10, 0.000766037096039457)	(12, 0.0009362675618260029)	(14, 0.001048133296485733)	(16, 0.001162430894942414)	(18, 0.0013302294969320093)	(20, 0.0015345060558758644)	(22, 0.001673122292302052)	(24, 0.0018117385287282394)	(26, 0.00199899204109344)	(28, 0.002205700463834246)	(30, 0.0023734990658238414)	(32, 0.0024537505711232127)	(34, 0.0026020942627372028)	(36, 0.00281366641307191)	(38, 0.003013079244421864)	(40, 0.0032246513947565706)	(42, 0.0033754269501675115)	(44, 0.003650227559222936)	(46, 0.0038617997095576426)	(48, 0.004095258634064906)	(50, 0.004309262648196564)	(52, 0.004532994117516024)	(54, 0.004834545228337905)	(56, 0.005126368883971985)	(58, 0.0053355091705097404)	(60, 0.005503307772499336)	(62, 0.005680833829676734)	(64, 0.005892405980011442)	(66, 0.006147751678691261)	(68, 0.00640309737737108)	(70, 0.0077260312829122366)	(72, 0.00858691106703277)	(74, 0.009708000277427022)	(76, 0.010904477265526746)	(78, 0.012057180705281357)	(80, 0.013102882137970139)	(82, 0.014391769950353987)	(84, 0.01565633912476833)	(86, 0.01695981811993388)	(88, 0.018170886290815307)	(90, 0.019299271092600413)	(92, 0.020240402382020316)	(94, 0.02111100962132865)	(96, 0.022018094817591247)	(98, 0.023265640945426935)	(100, 0.02491444459975948)	(102, 0.027166350475735786)	(104, 0.029751421691894334)	(106, 0.03283988871402167)	(108, 0.03668223351320371)	(110, 0.04148030078458735)	(112, 0.04712222479351288)	(114, 0.05311433718919929)	(116, 0.0601618784727623)	(118, 0.06778820333999955)	(120, 0.07821846716512093)	(122, 0.09072554267283815)	(124, 0.10565718638611518)	(126, 0.12283830411157157)	(128, 0.14258017441521703)	(130, 0.16494116202817832)	(132, 0.19326751153505956)	(134, 0.22639922390471529)	(136, 0.26457948551684063)	(138, 0.308126870528836)
RNAi-S5-1_R2_001 - illumina_universal_adapter	(1, 0.0005155551249535393)	(2, 0.0006468757699888747)	(3, 0.0009046533324656444)	(4, 0.001318070177947256)	(5, 0.0018530802132764005)	(6, 0.002436727524544558)	(7, 0.0027188237249908343)	(8, 0.003244106305132176)	(9, 0.0036332045126442813)	(10, 0.004160918956582573)	(12, 0.005228507163443912)	(14, 0.006082091356173593)	(16, 0.006838400997025247)	(18, 0.0074925723584049735)	(20, 0.008241586407865776)	(22, 0.008720663575865055)	(24, 0.009148671604128371)	(26, 0.009666658592878862)	(28, 0.010503219739029887)	(30, 0.011612149630439387)	(32, 0.013336341062477402)	(34, 0.015349924286352545)	(36, 0.017793947402287957)	(38, 0.02089214187960309)	(40, 0.025094402520733826)	(42, 0.030125928716624735)	(44, 0.035517370754464345)	(46, 0.04162621261240439)	(48, 0.0485254102043534)	(50, 0.05817504575065362)	(52, 0.06964371541707291)	(54, 0.08336915468706241)	(56, 0.09911060904472402)	(58, 0.11796971279007636)	(60, 0.13973003004519086)	(62, 0.16576799571914153)	(64, 0.19713417497221108)	(66, 0.23325221608452223)	(68, 0.2746255148620438)	(70, 0.32130270858071464)	(72, 0.37673947569600186)	(74, 0.4414027340569198)	(76, 0.5130259866047105)	(78, 0.5939486863120407)	(80, 0.6825512118901409)	(82, 0.7814040433723881)	(84, 0.8950401748762984)	(86, 1.0225427937504212)	(88, 1.162377393938881)	(90, 1.3122239773793867)	(92, 1.4764039660391193)	(94, 1.6552286384840889)	(96, 1.8494859185845076)	(98, 2.0613571881662396)	(100, 2.2847749470558933)	(102, 2.523883091163473)	(104, 2.783183000377133)	(106, 3.060488429143417)	(108, 3.3593644897886525)	(110, 3.676061248337943)	(112, 4.00889342318)	(114, 4.3658010496118695)	(116, 4.7446513830836246)	(118, 5.147572304417597)	(120, 5.575517104222191)	(122, 6.018033631898115)	(124, 6.4864519408753605)	(126, 6.984573034268561)	(128, 7.514541815946625)	(130, 8.066900767603217)	(132, 8.635514296878625)	(134, 9.23232285501588)	(136, 9.862727611508006)	(138, 10.519369746505436)
RNAi-S5-1_R2_001 - polyg	(1, 0.021317718044069456)	(2, 0.022222371376535103)	(3, 0.022557968580514294)	(4, 0.02291302069486909)	(5, 0.02321457180569097)	(6, 0.02358907883042137)	(7, 0.02392467603440056)	(8, 0.024333229152288274)	(9, 0.024717463632206477)	(10, 0.025320565853850237)	(12, 0.026016078899778125)	(14, 0.026677545852548706)	(16, 0.027377922626070493)	(18, 0.02805884448921668)	(20, 0.028727607033378108)	(22, 0.029260185204910305)	(24, 0.02984626437997541)	(26, 0.030522322515527694)	(28, 0.031154607102734863)	(30, 0.0318574157400536)	(32, 0.03242404000474311)	(34, 0.033080643229919784)	(36, 0.03364240376701538)	(38, 0.03436953104230363)	(40, 0.03508936272620103)	(42, 0.035865127277428285)	(44, 0.03666521046662505)	(46, 0.037423951971273656)	(48, 0.038160806701749705)	(50, 0.0388709109304593)	(52, 0.03965640293687436)	(54, 0.04042973562430467)	(56, 0.04113497612542036)	(58, 0.04197153727157139)	(60, 0.04274000623140779)	(62, 0.04354738501199541)	(64, 0.044383946158146434)	(66, 0.045239962214673066)	(68, 0.046103273862590555)	(70, 0.04691551637077207)	(72, 0.04780071479286211)	(74, 0.04874427794607897)	(76, 0.050093962353386576)	(78, 0.05158469486091733)	(80, 0.05354720894505651)	(82, 0.055563224032728606)	(84, 0.05751357879788303)	(86, 0.05939340951292589)	(88, 0.061509131016272964)	(90, 0.06347650882800604)	(92, 0.06539768122759707)	(94, 0.06719969230113751)	(96, 0.06896522541772368)	(98, 0.07050459520119344)	(100, 0.07212178462616563)	(102, 0.07403809329816274)	(104, 0.07614408734632203)	(106, 0.07887993411789151)	(108, 0.08208756246606942)	(110, 0.08562592429063262)	(112, 0.08957770296067744)	(114, 0.09465786643250737)	(116, 0.1004821802262042)	(118, 0.10720871548856971)	(120, 0.11446053333107656)	(122, 0.12226681611928816)	(124, 0.1322569125971615)	(126, 0.144355434986991)	(128, 0.15878611475809618)	(130, 0.1748218246351888)	(132, 0.19365660974257165)	(134, 0.21546556427362515)	(136, 0.24070101489458212)	(138, 0.2704937782710246)
RNAi-S5-2_R1_001 - illumina_universal_adapter	(1, 0.0002073522977744878)	(2, 0.00029566901719695483)	(3, 0.0003571067350560623)	(4, 0.0005759786049291327)	(5, 0.0007641316158726495)	(6, 0.001002202772576691)	(7, 0.0011865159261540135)	(8, 0.0014284269402242492)	(9, 0.001739455386885981)	(10, 0.0021560799111180534)	(12, 0.0027013396571176325)	(14, 0.003271558475997474)	(16, 0.00381873815068015)	(18, 0.004646227413095004)	(20, 0.007503081293543502)	(22, 0.008046421110859984)	(24, 0.008418887275380824)	(26, 0.008808632798049536)	(28, 0.009488287551865912)	(30, 0.010663283905921344)	(32, 0.012222265996596197)	(34, 0.01398668045636244)	(36, 0.015835571778184957)	(38, 0.018085728194774768)	(40, 0.020956021576004943)	(42, 0.024369654774551608)	(44, 0.028595417806048344)	(46, 0.033353001082762984)	(48, 0.03884783697378691)	(50, 0.045592546437507056)	(52, 0.05397687499659212)	(54, 0.0634229241174299)	(56, 0.07467178627169586)	(58, 0.0889310966010581)	(60, 0.10467259187377129)	(62, 0.12457073274538973)	(64, 0.14781530931164644)	(66, 0.17520501190470977)	(68, 0.20624065906697456)	(70, 0.24290169727071387)	(72, 0.28698325983462347)	(74, 0.33778265286068987)	(76, 0.3948256539641881)	(78, 0.46006483061582787)	(80, 0.5340684817058059)	(82, 0.6190714042212473)	(84, 0.7154230251824758)	(86, 0.8243213800877438)	(88, 0.9477612748387894)	(90, 1.0852358482632747)	(92, 1.2380026536486288)	(94, 1.4095713206275526)	(96, 1.601573788580679)	(98, 1.81128375877801)	(100, 2.0401008592295233)	(102, 2.2895322339514506)	(104, 2.55471086373214)	(106, 2.8422029046677846)	(108, 3.149320456602047)	(110, 3.4833150901709864)	(112, 3.8404314248704647)	(114, 4.226554042114174)	(116, 4.640442667972833)	(118, 5.085985158029714)	(120, 5.5595010089993195)	(122, 6.050849157577533)	(124, 6.575208559932916)	(126, 7.13123334605862)	(128, 7.720499777403468)	(130, 8.333888192722748)	(132, 8.979009189316258)	(134, 9.66580991769112)	(136, 10.396567413265494)	(138, 11.14322767812196)
RNAi-S5-2_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00018431315357732249)	(4, 0.00026111030090120684)	(5, 0.0003379074482250912)	(6, 0.0003724661645208392)	(7, 0.0005260604591686079)	(8, 0.0006220568933234633)	(9, 0.0007871707600698147)	(10, 0.0009734038423302344)	(12, 0.0011461974238089743)	(14, 0.0013093913618722284)	(16, 0.001564741876724144)	(18, 0.0018220123202591565)	(20, 0.0020159251172519647)	(22, 0.0023077542770827252)	(24, 0.0025400656477374754)	(26, 0.002795416162589391)	(28, 0.003121804038715899)	(30, 0.00332723640780729)	(32, 0.0034923502745536415)	(34, 0.0037573004328210428)	(36, 0.004168165171003824)	(38, 0.004527191834742983)	(40, 0.0047633430627639275)	(42, 0.0050570921512777854)	(44, 0.0053796401700381)	(46, 0.00562539104147453)	(48, 0.005915300272622193)	(50, 0.006207129432452954)	(52, 0.006571915882241404)	(54, 0.006919422973881982)	(56, 0.007222771705811325)	(58, 0.007497321507494211)	(60, 0.007854428242550273)	(62, 0.008217294763655628)	(64, 0.008574401498711689)	(66, 0.008887349874056517)	(68, 0.009227177250964707)	(70, 0.010081545514942919)	(72, 0.010718961837731161)	(74, 0.011444694879941868)	(76, 0.01223378556869478)	(78, 0.01305743497374344)	(80, 0.013955961597432887)	(82, 0.014867927721904014)	(84, 0.015801013061889208)	(86, 0.01679553611973351)	(88, 0.018149085841316973)	(90, 0.020790907709258594)	(92, 0.02215021721689135)	(94, 0.023041064125848408)	(96, 0.0239741494658336)	(98, 0.025141466105156645)	(100, 0.026708127910563886)	(102, 0.028768211387527082)	(104, 0.030931971013377524)	(106, 0.033377960155643246)	(108, 0.03618489589033122)	(110, 0.03957165008731452)	(112, 0.04349022452951572)	(114, 0.04812301244182904)	(116, 0.053310659743557434)	(118, 0.059222120158813424)	(120, 0.06660424594532181)	(122, 0.07521128623164616)	(124, 0.0850758798053991)	(126, 0.0969640782111364)	(128, 0.1109046803791045)	(130, 0.1269629638845287)	(132, 0.1470377381949921)	(134, 0.17033415283569242)	(136, 0.19771809564270648)	(138, 0.2285867090095418)
RNAi-S5-2_R2_001 - illumina_universal_adapter	(1, 0.000211192155140682)	(2, 0.00029950887456314904)	(3, 0.0003609465924222565)	(4, 0.000579818462295327)	(5, 0.0007756511879712321)	(6, 0.0010290817741400505)	(7, 0.001213394927717373)	(8, 0.001459145799153803)	(9, 0.0017816938179141173)	(10, 0.002200238270829287)	(12, 0.002755097660244352)	(14, 0.0033291563364903874)	(16, 0.0038955352980040345)	(18, 0.004740303918566762)	(20, 0.007455083076466075)	(22, 0.008000342822465653)	(24, 0.00837472891566959)	(26, 0.008768314295704498)	(28, 0.009455648764253262)	(30, 0.010661363977238247)	(32, 0.012258744641575042)	(34, 0.014028918887390576)	(36, 0.015900849353410258)	(38, 0.018179804700246528)	(40, 0.02105969772489219)	(42, 0.024457971493974072)	(44, 0.028701013883618683)	(46, 0.033477796447164296)	(48, 0.038999511339751575)	(50, 0.04577685959108438)	(52, 0.05422070593934546)	(54, 0.06373203263540854)	(56, 0.07494249621601257)	(58, 0.08920372647405789)	(60, 0.104864584742081)	(62, 0.12480304411604448)	(64, 0.14798618296444208)	(66, 0.17536436598540683)	(68, 0.20640001314767162)	(70, 0.24292089655754484)	(72, 0.28676822782211664)	(74, 0.337329549691479)	(76, 0.39388680883815363)	(78, 0.45864216346165293)	(80, 0.5321639124521735)	(82, 0.616732931085235)	(84, 0.7125085734415344)	(86, 0.8206523963743453)	(88, 0.9432916808645393)	(90, 1.0798082098761592)	(92, 1.2316611292083588)	(94, 1.4017111325989529)	(96, 1.5918301505139612)	(98, 1.7994973165924768)	(100, 2.025519000881401)	(102, 2.272475587530816)	(104, 2.5350853527335215)	(106, 2.8191541608272037)	(108, 3.122147705950174)	(110, 3.4515441103230957)	(112, 3.8031099311997396)	(114, 4.183096456372271)	(116, 4.590415086277371)	(118, 5.02866568719585)	(120, 5.492988919630787)	(122, 5.974220963977761)	(124, 6.487780767490722)	(126, 7.032645008181584)	(128, 7.608915442270548)	(130, 8.209071709105922)	(132, 8.839063667676626)	(134, 9.509036221144143)	(136, 10.22115504906301)	(138, 10.946066361797351)
RNAi-S5-2_R2_001 - polyg	(1, 0.018508112505056133)	(2, 0.01930680283722453)	(3, 0.01967158928701298)	(4, 0.019852062583224108)	(5, 0.019994137305773294)	(6, 0.020147731600421062)	(7, 0.02031668532453361)	(8, 0.020585475340167206)	(9, 0.020823546496871247)	(10, 0.02115761408773014)	(12, 0.021629916543772033)	(14, 0.022023501923806938)	(16, 0.022459325734869983)	(18, 0.022910508975397804)	(20, 0.023336733143045362)	(22, 0.023807115670404153)	(24, 0.02426981848303056)	(26, 0.024732521295656958)	(28, 0.025189464322234074)	(30, 0.025659846849592865)	(32, 0.026155188449831918)	(34, 0.0266985282671484)	(36, 0.027334024661253543)	(38, 0.02796568119799249)	(40, 0.028572378661851177)	(42, 0.029184835911759157)	(44, 0.029733935515124932)	(46, 0.030400150768159627)	(48, 0.031093245022757683)	(50, 0.031730661345545925)	(52, 0.03245447445907353)	(54, 0.033132209284206814)	(56, 0.033813783966706285)	(58, 0.0345971148694099)	(60, 0.03540732477367689)	(62, 0.03625593325160581)	(64, 0.03705270365509111)	(66, 0.03780723562754827)	(68, 0.038577127029470214)	(70, 0.039441094936863916)	(72, 0.04036074077606743)	(74, 0.04122854854082732)	(76, 0.04227298974443215)	(78, 0.04341534731087493)	(80, 0.04470745931459928)	(82, 0.046057169178816554)	(84, 0.047449117474061955)	(86, 0.04901961913683539)	(88, 0.0505421225825314)	(90, 0.052114544173987934)	(92, 0.053953835852394966)	(94, 0.05690860609568141)	(96, 0.059179881727785294)	(98, 0.06074846346187563)	(100, 0.062203769403663234)	(102, 0.06397202372079568)	(104, 0.06604170684117436)	(106, 0.06848769598344007)	(108, 0.07138486836623362)	(110, 0.0744548343305059)	(112, 0.07769759387625691)	(114, 0.08133393880204284)	(116, 0.08548866447226498)	(118, 0.09047087940490198)	(120, 0.09622106581077781)	(122, 0.10230339987882946)	(124, 0.10956457015830273)	(126, 0.11816585065857778)	(128, 0.12814947981068275)	(130, 0.13909883309038557)	(132, 0.1526957680240793)	(134, 0.16873101238530636)	(136, 0.18682058043744731)	(138, 0.2089343190093598)
RNAi-S5-3_R1_001 - illumina_universal_adapter	(1, 0.000271520101408879)	(2, 0.00030599884444492716)	(3, 0.0003792661733965294)	(4, 0.0006809551749619505)	(5, 0.0010041933909249018)	(6, 0.001361910349923901)	(7, 0.001560163122381178)	(8, 0.0019782178816932614)	(9, 0.002383343112366827)	(10, 0.0028531159862329827)	(12, 0.0033810717389724694)	(14, 0.0038249855555615893)	(16, 0.004374490522698607)	(18, 0.00507914983349784)	(20, 0.007697379382797746)	(22, 0.00832446152176587)	(24, 0.00878992455275252)	(26, 0.009164880883269543)	(28, 0.00964973820721397)	(30, 0.010490157568717642)	(32, 0.011783110432569448)	(34, 0.013491963134293584)	(36, 0.015228829814734508)	(38, 0.017439779211921094)	(40, 0.02034461331270815)	(42, 0.023794642537752715)	(44, 0.027927781859198985)	(46, 0.032211765681427966)	(48, 0.03754735116625642)	(50, 0.044158650143418646)	(52, 0.052112465177546995)	(54, 0.06135061338976814)	(56, 0.07200669990934677)	(58, 0.08484141200451568)	(60, 0.10017798789123783)	(62, 0.11956581608469566)	(64, 0.1424467719319931)	(66, 0.16856010993892007)	(68, 0.19875917899561868)	(70, 0.23430460814434456)	(72, 0.27670484239292475)	(74, 0.32731317240552416)	(76, 0.38297479319434435)	(78, 0.44511195290962235)	(80, 0.5157093341973706)	(82, 0.595301357574648)	(84, 0.686159310238954)	(86, 0.7873458013639962)	(88, 0.9019509882943806)	(90, 1.027983723619775)	(92, 1.170876564289797)	(94, 1.3292158818399684)	(96, 1.5053807095397769)	(98, 1.6984271917986105)	(100, 1.9084695394527758)	(102, 2.136852423480679)	(104, 2.3810028676832555)	(106, 2.641664319957219)	(108, 2.920362464681915)	(110, 3.2171166961503017)	(112, 3.5338556690509577)	(114, 3.8755981954170684)	(116, 4.24323425780325)	(118, 4.637201305261775)	(120, 5.054764742485595)	(122, 5.489959746929474)	(124, 5.954474612482633)	(126, 6.447677947163223)	(128, 6.971606151731811)	(130, 7.519309604545194)	(132, 8.09316733887286)	(134, 8.705841673094797)	(136, 9.360054272989412)	(138, 10.034385219445562)
RNAi-S5-3_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00016808387230073462)	(4, 0.00020687245821628879)	(5, 0.00021980198685480682)	(6, 0.000275829944288385)	(7, 0.0003792661733965294)	(8, 0.0004525335023481317)	(9, 0.0005602795743357821)	(10, 0.0006852650178414566)	(12, 0.0008296447543049081)	(14, 0.0009610949621298415)	(16, 0.0011615026560268713)	(18, 0.001336051292646865)	(20, 0.0014804310291103165)	(22, 0.0016549796657303103)	(24, 0.001807979087952774)	(26, 0.0020277810748075805)	(28, 0.002232498611584116)	(30, 0.002368258662288556)	(32, 0.0025384974560290433)	(34, 0.002710891171209284)	(36, 0.0029845661940579166)	(38, 0.003281945352743831)	(40, 0.0034177054034482705)	(42, 0.0036030286472670293)	(44, 0.003762492833808752)	(46, 0.0039499709990672635)	(48, 0.004215026336156884)	(50, 0.004512405494842799)	(52, 0.004686954131462792)	(54, 0.00485719292520328)	(56, 0.0049994177402269795)	(58, 0.005266627998756351)	(60, 0.005486429985611158)	(62, 0.005725626265423742)	(64, 0.00596697746667608)	(66, 0.006191089296410392)	(68, 0.006503552905174579)	(70, 0.007404310066991336)	(72, 0.00800122330580292)	(74, 0.008723121988120176)	(76, 0.00951397815650953)	(78, 0.010410425475446782)	(80, 0.011319802323022552)	(82, 0.01213436262724919)	(84, 0.01295969753867459)	(86, 0.013884158836328632)	(88, 0.014970239241964146)	(90, 0.0175496802053485)	(92, 0.018756436211610182)	(94, 0.01963564415902941)	(96, 0.020454514306135554)	(98, 0.021282004139000707)	(100, 0.022419802659190295)	(102, 0.02412219059659517)	(104, 0.026208154550276086)	(106, 0.02837600551866761)	(108, 0.03097053093213023)	(110, 0.03439685602133752)	(112, 0.03839208037063959)	(114, 0.0428807817296451)	(116, 0.04788666423419134)	(118, 0.05382562772215064)	(120, 0.061120036795714566)	(122, 0.06953069517507056)	(124, 0.07928817945427219)	(126, 0.09055626366274067)	(128, 0.10363448188060166)	(130, 0.11914129656106431)	(132, 0.13969709217486825)	(134, 0.1627612163445447)	(136, 0.18975591722033064)	(138, 0.2205174207728048)
RNAi-S5-3_R2_001 - illumina_universal_adapter	(1, 0.000258590572770361)	(2, 0.0002973791586859151)	(3, 0.00037064648763751736)	(4, 0.0006680256463234325)	(5, 0.0009955737051658897)	(6, 0.001357600507044395)	(7, 0.0015558532795016719)	(8, 0.0019652883530547434)	(9, 0.002400582483884851)	(10, 0.002874665200630513)	(12, 0.0034069307962495054)	(14, 0.0038616192200373904)	(16, 0.004424053715812925)	(18, 0.005165346691087961)	(20, 0.007645661268243674)	(22, 0.00828136309297081)	(24, 0.008753290888276718)	(26, 0.009145486590311766)	(28, 0.009662667735852488)	(30, 0.010526791233193444)	(32, 0.011845603154322286)	(34, 0.013616948577799258)	(36, 0.015355970179679936)	(38, 0.017553990048228003)	(40, 0.020471753677653574)	(42, 0.02393471243133666)	(44, 0.028080781281421448)	(46, 0.032414328296764744)	(48, 0.037767153153111216)	(50, 0.04439569150179147)	(52, 0.0523645909859981)	(54, 0.06159842935533974)	(56, 0.07225020603203886)	(58, 0.08509138289152703)	(60, 0.10044950799264671)	(62, 0.11991060351505614)	(64, 0.14278078475515482)	(66, 0.1689760097767924)	(68, 0.19915783946197302)	(70, 0.23455242410991617)	(72, 0.27697636249433366)	(74, 0.32745108737766837)	(76, 0.38301142685882017)	(78, 0.4450300658949117)	(80, 0.5154076451958052)	(82, 0.5948639085223781)	(84, 0.6854115524993598)	(86, 0.7861239609076563)	(88, 0.9002270511425781)	(90, 1.0258525063158592)	(92, 1.168258334740497)	(94, 1.3258800634512307)	(96, 1.5009200221594883)	(98, 1.6930010996133125)	(100, 1.9014746644593377)	(102, 2.1278987248985057)	(104, 2.37084025817338)	(106, 2.6297820831384207)	(108, 2.9061529127081838)	(110, 3.2001833234767227)	(112, 3.5141532223272964)	(114, 3.8525577753832287)	(116, 4.216552020536229)	(118, 4.606211380036687)	(120, 5.017762586443596)	(122, 5.44724058430781)	(124, 5.905083813083493)	(126, 6.391201766070175)	(128, 6.907036085711052)	(130, 7.446173725801417)	(132, 8.010655396944719)	(134, 8.61289991139825)	(136, 9.255656948919139)	(138, 9.91557362586478)
